누적확진율,격리해제,사망자수,확진자수,누적검사,검사중,결과음성,날짜,누적검사완료,치료중
0,0,34893,31904667,22072870,0,0,2023-06-12,0,0
0,0,34907,31925396,22072870,0,0,2023-06-13,0,0
0,0,34921,31946111,22072870,0,0,2023-06-14,0,0
0,0,34937,31963539,22072870,0,0,2023-06-15,0,0
0,0,34949,31980032,22072870,0,0,2023-06-16,0,0
0,0,34953,31996784,22072870,0,0,2023-06-17,0,0
0,0,34956,32012107,22072870,0,0,2023-06-18,0,0
0,0,34960,32018486,22072870,0,0,2023-06-19,0,0
0,0,34964,32038176,22072870,0,0,2023-06-20,0,0
0,0,34978,32059137,22072870,0,0,2023-06-21,0,0
0,0,34992,32076269,22072870,0,0,2023-06-22,0,0
0,0,35002,32092521,22072870,0,0,2023-06-23,0,0
0,0,35008,32108935,22072870,0,0,2023-06-24,0,0
0,0,35013,32125005,22072870,0,0,2023-06-25,0,0
0,0,35017,32131606,22072870,0,0,2023-06-26,0,0
0,0,35027,32152429,22072870,0,0,2023-06-27,0,0
0,0,35040,32173963,22072870,0,0,2023-06-28,0,0
0,0,35052,32193262,22072870,0,0,2023-06-29,0,0
0,0,35063,32212141,22072870,0,0,2023-06-30,0,0
0,0,35066,32231027,22072870,0,0,2023-07-01,0,0
0,0,35068,32248632,22072870,0,0,2023-07-02,0,0
0,0,35071,32256154,22072870,0,0,2023-07-03,0,0
0,0,35074,32281780,22072870,0,0,2023-07-04,0,0
0,0,35085,32309215,22072870,0,0,2023-07-05,0,0
0,0,35097,32333574,22072870,0,0,2023-07-06,0,0
0,0,35104,32358345,22072870,0,0,2023-07-07,0,0
0,0,35107,32384022,22072870,0,0,2023-07-08,0,0
0,0,35109,32406598,22072870,0,0,2023-07-09,0,0
0,0,35111,32415857,22072870,0,0,2023-07-10,0,0
0,0,35117,32447048,22072870,0,0,2023-07-11,0,0
0,0,35127,32481168,22072870,0,0,2023-07-12,0,0
0,0,35140,32510517,22072870,0,0,2023-07-13,0,0
0,0,35144,32540077,22072870,0,0,2023-07-14,0,0
0,0,35150,32570956,22072870,0,0,2023-07-15,0,0
0,0,35155,32599388,22072870,0,0,2023-07-16,0,0
0,0,35159,32611509,22072870,0,0,2023-07-17,0,0
0,0,35164,32653466,22072870,0,0,2023-07-18,0,0
0,0,35170,32700495,22072870,0,0,2023-07-19,0,0
0,0,35180,32741356,22072870,0,0,2023-07-20,0,0
0,0,35194,32782260,22072870,0,0,2023-07-21,0,0
0,0,35201,32824760,22072870,0,0,2023-07-22,0,0
0,0,35208,32866350,22072870,0,0,2023-07-23,0,0
0,0,35216,32883134,22072870,0,0,2023-07-24,0,0
0,0,35225,32933904,22072870,0,0,2023-07-25,0,0
0,0,35243,32991124,22072870,0,0,2023-07-26,0,0
0,0,35266,33042367,22072870,0,0,2023-07-27,0,0
0,0,35283,33090442,22072870,0,0,2023-07-28,0,0
0,0,35289,33138645,22072870,0,0,2023-07-29,0,0
0,0,35303,33183410,22072870,0,0,2023-07-30,0,0
0,0,35313,33201796,22072870,0,0,2023-07-31,0,0
0,0,35322,33257857,22072870,0,0,2023-08-01,0,0
0,0,35339,33322012,22072870,0,0,2023-08-02,0,0
0,0,35357,33377472,22072870,0,0,2023-08-03,0,0
0,0,35374,33432201,22072870,0,0,2023-08-04,0,0
0,0,35386,33485320,22072870,0,0,2023-08-05,0,0
0,0,35400,33534219,22072870,0,0,2023-08-06,0,0
0,0,35411,33554474,22072870,0,0,2023-08-07,0,0
0,0,35429,33615792,22072870,0,0,2023-08-08,0,0
0,0,35452,33681491,22072870,0,0,2023-08-09,0,0
0,0,35477,33737370,22072870,0,0,2023-08-10,0,0
0,0,35505,33786715,22072870,0,0,2023-08-11,0,0
0,0,35522,33834562,22072870,0,0,2023-08-12,0,0
0,0,35537,33880303,22072870,0,0,2023-08-13,0,0
0,0,35557,33897537,22072870,0,0,2023-08-14,0,0
0,0,35563,33944427,22072870,0,0,2023-08-15,0,0
0,0,35579,33981389,22072870,0,0,2023-08-16,0,0
0,0,35600,34031243,22072870,0,0,2023-08-17,0,0
0,0,35623,34082179,22072870,0,0,2023-08-18,0,0
0,0,35645,34126241,22072870,0,0,2023-08-19,0,0
0,0,35667,34165230,22072870,0,0,2023-08-20,0,0
0,0,35687,34179800,22072870,0,0,2023-08-21,0,0
0,0,35709,34227069,22072870,0,0,2023-08-22,0,0
0,0,35723,34275231,22072870,0,0,2023-08-23,0,0
0,0,35740,34316046,22072870,0,0,2023-08-24,0,0
0,0,35764,34353555,22072870,0,0,2023-08-25,0,0
0,0,35777,34390450,22072870,0,0,2023-08-26,0,0
0,0,35800,34423432,22072870,0,0,2023-08-27,0,0
0,0,35812,34436586,22072870,0,0,2023-08-28,0,0
0,0,35833,34479536,22072870,0,0,2023-08-29,0,0
0,0,35858,34522122,22072870,0,0,2023-08-30,0,0
0,0,35934,34571873,22072870,0,0,2023-08-31,0,0
